id,danceability,energy,speechiness,acousticness,liveness,valence,tempo
1481324,0.573,0.593,0.0299,0.114,0.122,0.425,159.978
1481424,0.775,0.719,0.0435,0.132,0.0662,0.712,117.513
1481531,0.554,0.266,0.0319,0.793,0.11,0.302,103.902
1483136,0.691,0.631,0.0368,0.0483,0.104,0.8,92.004
1483219,0.436,0.562,0.0278,0.0102,0.198,0.24,150.066
1483686,0.817,0.599,0.0328,0.132,0.0873,0.548,108.873
1484478,0.684,0.341,0.0272,0.837,0.0883,0.557,75.948
1485093,0.638,0.429,0.0309,0.867,0.095,0.33,127.931
1485486,0.551,0.643,0.0353,0.00313,0.421,0.514,128.661
1486580,0.415,0.264,0.0475,0.948,0.106,0.357,92.879
1486860,0.781,0.445,0.0295,0.474,0.184,0.591,78.998
1486963,0.422,0.255,0.0298,0.714,0.104,0.213,140.919
1488861,0.51,0.185,0.0644,0.925,0.122,0.418,79.092
1489771,0.609,0.367,0.0291,0.804,0.108,0.545,140.006
1490110,0.453,0.437,0.0274,0.0761,0.347,0.181,135.863
1490181,0.63,0.516,0.0379,0.736,0.264,0.254,143.786
1490513,0.372,0.247,0.0273,0.981,0.11,0.239,96.17
1490781,0.401,0.497,0.0362,0.00422,0.154,0.145,136.919
1491013,0.632,0.518,0.0313,0.107,0.354,0.427,90.007
1491657,0.552,0.75,0.039,0.445,0.291,0.4,89.999
1492244,0.415,0.286,0.028,0.898,0.108,0.36,136.095
1492651,0.404,0.664,0.0407,0.542,0.11,0.0949,107.747
1492938,0.763,0.875,0.0262,0.024,0.599,0.8,123.013
1493018,0.773,0.758,0.0381,0.0422,0.305,0.925,144.033
1493019,0.552,0.637,0.0445,0.464,0.136,0.333,97.97
1493701,0.742,0.713,0.0303,0.0205,0.059,0.879,120.032
1493736,0.427,0.612,0.0309,0.0105,0.574,0.154,142.053
1493815,0.66,0.316,0.0364,0.529,0.104,0.543,91.207
1494750,0.812,0.869,0.0503,0.044,0.118,0.963,134.087
1495063,0.697,0.377,0.0397,0.556,0.0999,0.336,138.754
1495373,0.656,0.627,0.0379,0.343,0.124,0.481,99.933
1495828,0.767,0.449,0.0364,0.024,0.151,0.908,95.03
1496303,0.332,0.554,0.043,0.4,0.76,0.574,132.617
1496671,0.498,0.583,0.0274,0.105,0.0698,0.4,82.071
1497791,0.666,0.615,0.0314,0.0663,0.111,0.161,113.978
1498893,0.687,0.702,0.0455,0.0064,0.204,0.284,129.956
1499230,0.537,0.757,0.0274,0.473,0.341,0.421,103.882
1499263,0.467,0.739,0.04,0.282,0.36,0.684,162.015
1501146,0.595,0.723,0.0349,0.047,0.0995,0.272,108.043
1503308,0.645,0.795,0.0527,0.347,0.104,0.535,112.067
1503387,0.5,0.292,0.0323,0.746,0.188,0.37,145.879
1504427,0.49,0.885,0.0396,0.00218,0.0741,0.64,166.996
1505785,0.31,0.322,0.0288,0.65,0.112,0.308,81.596
1506843,0.465,0.259,0.0318,0.874,0.102,0.337,93.301
1506897,0.476,0.496,0.0368,0.416,0.0945,0.333,111.355
1507401,0.448,0.91,0.0651,0.000256,0.077,0.332,133.036
1507681,0.572,0.619,0.0243,0.0613,0.155,0.469,93.098
1510178,0.677,0.485,0.0361,0.529,0.0766,0.493,82.001
1512464,0.581,0.263,0.032,0.819,0.0808,0.229,125.004
1512525,0.397,0.303,0.0435,0.381,0.101,0.172,81.05
1513312,0.566,0.664,0.0464,0.634,0.116,0.437,128.945
1513356,0.628,0.593,0.0323,0.093,0.096,0.104,125.026
1513385,0.472,0.714,0.0334,0.00937,0.0764,0.24,98.992
1513523,0.466,0.496,0.0302,0.626,0.117,0.352,74.747
1514088,0.348,0.213,0.0334,0.844,0.0913,0.377,143.336
1515715,0.729,0.786,0.0337,0.0747,0.0878,0.87,120.068
1517379,0.502,0.912,0.0564,2.55e-05,0.106,0.72,116.761
1517830,0.446,0.52,0.0301,0.0427,0.11,0.168,75.976
1518180,0.388,0.66,0.0308,0.312,0.0943,0.401,143.554
1518421,0.684,0.71,0.0768,0.0132,0.444,0.439,93.006
1518708,0.393,0.858,0.0729,0.00359,0.102,0.56,176.042
1520700,0.633,0.691,0.0279,0.419,0.0985,0.964,106.998
1520806,0.415,0.689,0.0302,0.154,0.0637,0.245,143.043
1601229,0.365,0.851,0.0645,0.0964,0.237,0.309,78.086
1642252,0.477,0.222,0.0313,0.508,0.148,0.397,114.915
1665873,0.258,0.571,0.0415,0.638,0.141,0.175,144.841
1665963,0.306,0.277,0.0298,0.208,0.109,0.181,183.688
1666203,0.566,0.712,0.0334,0.0687,0.124,0.753,82.193
1667129,0.536,0.768,0.0347,0.00433,0.114,0.545,77.217
1669140,0.527,0.835,0.0433,0.0166,0.249,0.654,125.983
1670544,0.58,0.482,0.0279,0.753,0.073,0.199,67.616
1671076,0.553,0.841,0.0396,0.000743,0.341,0.338,92.008
1673164,0.776,0.819,0.046,0.0467,0.112,0.947,139.054
1673832,0.578,0.866,0.0619,0.00701,0.257,0.619,128.038
1674053,0.76,0.703,0.054,0.103,0.0913,0.57,95.997
1674100,0.588,0.791,0.0402,0.00245,0.118,0.487,94.933
1674149,0.815,0.377,0.0346,0.232,0.1,0.211,103.97
1674166,0.583,0.67,0.0646,0.0374,0.126,0.498,140.061
1674854,0.552,0.584,0.0426,0.06,0.131,0.431,158.07
1678182,0.681,0.582,0.0313,0.22,0.119,0.221,124.035
1678199,0.515,0.773,0.0479,0.23,0.0938,0.379,128.001
1678312,0.637,0.537,0.0433,0.105,0.135,0.664,116.867
1678440,0.672,0.52,0.0353,0.859,0.115,0.37,120.001
1680532,0.546,0.311,0.0288,0.818,0.107,0.246,147.464
1680917,0.3,0.175,0.0313,0.898,0.0841,0.172,92.321
1681054,0.5,0.225,0.0302,0.842,0.112,0.355,173.788
1682621,0.329,0.203,0.0379,0.982,0.107,0.449,196.023
1683393,0.856,0.609,0.0824,0.00801,0.0344,0.928,114.988
1684006,0.692,0.831,0.034,0.0146,0.103,0.676,114.972
1684220,0.664,0.561,0.0509,0.0485,0.263,0.6,96.055
1686110,0.418,0.111,0.0389,0.953,0.0982,0.228,82.508
1686718,0.334,0.252,0.0287,0.722,0.0907,0.214,153.879
1687342,0.567,0.303,0.0351,0.862,0.104,0.252,124.949
1687628,0.837,0.498,0.0486,0.508,0.111,0.104,105.001
1689019,0.529,0.445,0.0275,0.67,0.106,0.179,124.166
1689704,0.476,0.456,0.0482,0.931,0.766,0.51,137.422
1690369,0.52,0.27,0.029,0.885,0.117,0.213,103.211
1693848,0.399,0.466,0.0267,0.587,0.192,0.573,79.752
1693913,0.666,0.276,0.026,0.788,0.099,0.299,130.072
1696042,0.439,0.153,0.0479,0.874,0.107,0.104,116.76
1696127,0.718,0.379,0.0359,0.607,0.0986,0.22,108.033
1696394,0.704,0.634,0.0428,0.393,0.0952,0.411,113.927
1697018,0.369,0.634,0.0365,0.0439,0.074,0.142,79.024
1697589,0.842,0.577,0.044,0.256,0.133,0.368,125.005
1698527,0.457,0.728,0.0285,0.144,0.0989,0.379,150.087
1699921,0.287,0.597,0.0419,0.273,0.105,0.31,189.788
1700979,0.556,0.529,0.025,0.4,0.268,0.308,89.887
1700981,0.62,0.856,0.0754,0.00381,0.102,0.808,127.982
1701894,0.394,0.56,0.0281,0.00162,0.107,0.107,138.057
1701996,0.405,0.94,0.0844,0.000102,0.719,0.24,143.126
1702336,0.421,0.791,0.0496,0.0117,0.146,0.499,130.075
1705459,0.71,0.0565,0.0534,0.965,0.0889,0.348,123.994
1705925,0.582,0.272,0.0501,0.875,0.13,0.354,205.846
1707265,0.413,0.636,0.0407,0.0186,0.106,0.203,176.048
1708124,0.675,0.744,0.0246,0.346,0.0724,0.759,109.657
1708546,0.43,0.587,0.0348,0.654,0.158,0.332,156.006
1708602,0.372,0.462,0.0317,0.267,0.101,0.176,129.026
1708843,0.782,0.685,0.0309,0.166,0.16,0.603,118.016
1708890,0.611,0.797,0.0533,0.00543,0.26,0.518,120.041
1709964,0.544,0.369,0.038,0.969,0.639,0.102,87.01
1713294,0.377,0.466,0.0353,0.514,0.0781,0.276,199.853
1713554,0.484,0.732,0.0705,0.0471,0.0755,0.644,127.313
1713777,0.584,0.39,0.0268,0.584,0.164,0.503,135.794
1715126,0.561,0.245,0.0344,0.904,0.0933,0.402,109.558
1715372,0.63,0.53,0.0434,0.4,0.177,0.417,108.038
1716013,0.414,0.404,0.0499,0.271,0.3,0.224,71.105
1718333,0.422,0.302,0.0372,0.629,0.104,0.123,114.089
1718624,0.412,0.61,0.0379,0.177,0.0851,0.242,148.005
1719014,0.6,0.413,0.0248,0.452,0.074,0.494,79.447
1719677,0.389,0.488,0.0301,0.0047,0.64,0.303,144.339
1719766,0.444,0.372,0.0308,0.595,0.122,0.115,87.314
1720298,0.689,0.481,0.0815,0.369,0.0649,0.283,80.025
1720916,0.512,0.812,0.0617,0.0534,0.092,0.521,100.02
1721385,0.427,0.201,0.0317,0.745,0.109,0.0668,105.218
1721493,0.752,0.754,0.0615,0.0151,0.0486,0.755,149.789
1722038,0.475,0.149,0.0395,0.844,0.14,0.318,95.423
1722046,0.775,0.68,0.0629,0.00906,0.109,0.656,114.025
1722333,0.695,0.329,0.0323,0.611,0.0452,0.395,133.358
1724416,0.544,0.69,0.0425,0.012,0.0615,0.219,123.962
1726934,0.557,0.54,0.0347,0.0339,0.179,0.394,129.171
1727300,0.533,0.907,0.0406,0.0292,0.386,0.7,150.99
1727568,0.757,0.786,0.0453,0.0226,0.109,0.578,127.911
1727706,0.689,0.791,0.0495,0.548,0.285,0.811,102.519
1728499,0.723,0.809,0.0625,0.00346,0.565,0.274,98.007
1728553,0.465,0.659,0.0293,0.514,0.345,0.255,135.026
1729327,0.414,0.161,0.0318,0.883,0.117,0.423,159.375
1729609,0.64,0.455,0.0247,0.0743,0.0694,0.333,89.948
1730348,0.795,0.616,0.06,0.417,0.349,0.815,110.015
1731657,0.382,0.474,0.0348,0.105,0.622,0.142,75.855
1731803,0.383,0.616,0.0515,0.314,0.11,0.48,147.625
1732787,0.559,0.301,0.0297,0.055,0.101,0.177,116.123
1733940,0.447,0.721,0.0316,0.000754,0.135,0.512,85.036
1733946,0.629,0.599,0.0258,0.0479,0.0857,0.732,105.047
1734336,0.328,0.465,0.0328,0.72,0.175,0.344,148.912
1735270,0.541,0.098,0.0434,0.991,0.0973,0.211,126.019
1736325,0.451,0.303,0.0296,0.809,0.0933,0.247,123.77
1738027,0.56,0.17,0.0381,0.952,0.107,0.303,94.956
1738854,0.342,0.136,0.0339,0.831,0.112,0.0698,126.861
1739328,0.579,0.736,0.0527,0.31,0.198,0.613,127.999
1739429,0.479,0.387,0.0299,0.449,0.638,0.496,138.399
1740383,0.718,0.422,0.0621,0.0764,0.17,0.455,144.678
1741557,0.617,0.567,0.0828,0.0584,0.0933,0.505,90.246
1742104,0.585,0.564,0.0515,0.0671,0.135,0.137,113.003
1743130,0.731,0.639,0.0359,0.0206,0.0789,0.527,122.08
1743431,0.702,0.773,0.0343,0.0288,0.147,0.953,103.564
1744555,0.671,0.373,0.0323,0.257,0.0481,0.732,92.718
1744791,0.705,0.769,0.0425,0.113,0.105,0.583,107.949
1746234,0.374,0.344,0.0304,0.355,0.0966,0.216,106.415
1746390,0.535,0.448,0.0279,0.00262,0.115,0.32,101.986
1746584,0.728,0.253,0.0304,0.887,0.133,0.457,140.923
1747044,0.544,0.389,0.0292,0.623,0.125,0.157,144.37
1748455,0.636,0.623,0.0603,0.468,0.351,0.389,100.026
1748533,0.455,0.734,0.0315,0.00555,0.243,0.267,90.019
1749374,0.509,0.671,0.0678,0.304,0.0452,0.55,118.413
1750515,0.363,0.176,0.0284,0.906,0.13,0.119,109.453
1751296,0.303,0.227,0.0309,0.927,0.091,0.105,78.478
1751760,0.575,0.648,0.0358,0.583,0.115,0.466,75.977
1752782,0.64,0.74,0.0284,0.0115,0.167,0.785,116.879
1752864,0.741,0.473,0.0603,0.29,0.391,0.342,119.951
1754267,0.596,0.827,0.0372,0.0242,0.0958,0.329,115.034
1755252,0.542,0.526,0.0263,0.166,0.116,0.394,75.098
1755529,0.683,0.455,0.0252,0.685,0.129,0.546,100.997
1756131,0.645,0.713,0.0393,0.00835,0.113,0.566,74.989
1756319,0.73,0.703,0.0369,0.109,0.0657,0.595,138.113
1757938,0.256,0.564,0.0366,0.00274,0.743,0.152,139.914
1758125,0.636,0.815,0.0581,0.0185,0.163,0.636,123.063
1759066,0.542,0.439,0.0272,0.626,0.109,0.466,144.949
1760063,0.403,0.557,0.0314,0.00858,0.72,0.203,73.998
1760075,0.59,0.389,0.0387,0.411,0.117,0.389,166.055
1760743,0.635,0.184,0.0456,0.665,0.146,0.177,128.424
1761018,0.794,0.711,0.0699,0.3,0.0955,0.955,174.915
1761302,0.667,0.613,0.0344,0.403,0.115,0.47,91.024
1762333,0.322,0.28,0.0281,0.468,0.102,0.175,85.794
1762761,0.635,0.376,0.0457,0.0104,0.109,0.28,124.57
1763927,0.398,0.316,0.0368,0.805,0.295,0.174,118.582
1764430,0.462,0.538,0.059,0.0137,0.429,0.405,139.256
1764660,0.72,0.422,0.069,0.474,0.155,0.546,112.219
1765474,0.711,0.711,0.0406,0.453,0.101,0.385,118.519
1766172,0.891,0.628,0.0551,0.00258,0.0504,0.552,134.966
1766350,0.668,0.48,0.0284,0.549,0.112,0.277,119.903
1768040,0.562,0.688,0.0263,0.0763,0.0863,0.617,108.017
1768136,0.517,0.743,0.0363,0.243,0.107,0.664,76.979
1768423,0.319,0.846,0.0796,0.0103,0.475,0.0784,139.163
1768948,0.632,0.705,0.0405,0.283,0.137,0.9,141.948
1768993,0.774,0.753,0.0517,0.152,0.0371,0.896,119.002
1769147,0.703,0.207,0.028,0.823,0.109,0.505,95.932
1769608,0.198,0.235,0.0332,0.657,0.102,0.0637,66.573
1770100,0.434,0.327,0.0312,0.609,0.686,0.295,119.506
1771049,0.684,0.198,0.0385,0.832,0.0972,0.478,84.93
1772609,0.419,0.453,0.0437,0.539,0.0971,0.356,140.327
1772968,0.436,0.6,0.0273,0.291,0.0996,0.181,145.004
1773859,0.554,0.687,0.0261,0.159,0.113,0.783,80.481
1774305,0.647,0.823,0.0762,0.0598,0.119,0.396,99.933
1774845,0.368,0.267,0.0428,0.655,0.0834,0.194,91.88
1774872,0.718,0.808,0.0473,0.0299,0.225,0.309,100.033
1775184,0.628,0.737,0.041,0.0638,0.0777,0.591,91.505
1775840,0.654,0.76,0.045,0.0797,0.299,0.41,99.945
1775928,0.578,0.43,0.0305,0.33,0.0854,0.288,78.991
1776092,0.638,0.371,0.0299,0.921,0.144,0.153,115.036
1777829,0.531,0.711,0.0398,0.000204,0.108,0.279,155.068
1778076,0.592,0.0562,0.0599,0.919,0.111,0.266,127.005
1778373,0.588,0.521,0.0329,0.0678,0.123,0.337,85.012
1778791,0.655,0.699,0.0493,0.0352,0.064,0.802,86.704
1779286,0.651,0.771,0.0313,0.00381,0.238,0.456,112.015
1780636,0.655,0.485,0.0293,0.0237,0.194,0.545,117.92
1781024,0.536,0.574,0.0254,0.75,0.105,0.877,87.194
1781092,0.315,0.452,0.0326,0.0315,0.686,0.112,138.909
1781205,0.481,0.285,0.0424,0.9,0.123,0.316,130.029
1782038,0.376,0.595,0.0496,0.303,0.095,0.265,144.361
1782443,0.72,0.274,0.0276,0.742,0.11,0.179,105.929
1782491,0.565,0.245,0.0262,0.781,0.0998,0.307,75.055
1782751,0.687,0.761,0.0876,0.102,0.147,0.743,113.939
1782799,0.688,0.533,0.0865,0.0355,0.172,0.567,164.069
1785630,0.591,0.28,0.0283,0.889,0.124,0.348,141.916
1785810,0.534,0.445,0.0292,0.456,0.112,0.136,146.107
1787495,0.17,0.708,0.0417,0.0399,0.354,0.251,89.641
1787645,0.618,0.793,0.0601,0.204,0.126,0.459,101.015
1788089,0.396,0.293,0.0275,0.941,0.105,0.343,100.307
1788365,0.381,0.0251,0.0327,0.935,0.099,0.173,85.968
1791687,0.41,0.0485,0.038,0.947,0.108,0.247,137.97
1791779,0.468,0.627,0.0476,0.0281,0.11,0.159,179.642
1792830,0.687,0.617,0.0287,0.0941,0.0898,0.665,121.079
1798635,0.623,0.668,0.0531,0.475,0.0862,0.823,161.948
1802477,0.392,0.37,0.0298,0.205,0.0821,0.512,48.718
1809136,0.324,0.708,0.0356,0.0142,0.133,0.144,155.76
1809471,0.523,0.332,0.0322,0.27,0.0991,0.0388,124.959
1809792,0.503,0.265,0.0305,0.873,0.114,0.345,141.849
1809831,0.584,0.7,0.0456,0.117,0.0939,0.438,124.944
1810403,0.529,0.614,0.0479,0.215,0.277,0.141,92.972
1813943,0.488,0.284,0.0551,0.735,0.319,0.398,149.952
1814248,0.464,0.813,0.0416,0.0153,0.254,0.515,75.977
1815265,0.389,0.431,0.0344,0.249,0.13,0.275,142.133
1817583,0.562,0.281,0.0296,0.841,0.112,0.306,91.961
1818565,0.664,0.573,0.0277,0.613,0.0857,0.566,76.023
1822746,0.487,0.34,0.027,0.655,0.107,0.199,80.005
1823499,0.662,0.602,0.0401,0.0529,0.356,0.29,133.969
1825835,0.433,0.724,0.0372,0.1,0.0918,0.689,174.006
1829193,0.536,0.775,0.0394,0.228,0.0947,0.485,151.393
1830045,0.446,0.764,0.033,0.00135,0.099,0.543,172.094
1830299,0.432,0.652,0.0285,0.262,0.258,0.507,190.028
1831583,0.668,0.563,0.0305,0.649,0.11,0.289,130.366
1833407,0.423,0.954,0.047,0.0021,0.177,0.5,144.553
1833855,0.623,0.493,0.0338,0.0632,0.104,0.594,81.019
1833968,0.674,0.29,0.0274,0.817,0.164,0.239,135.898
1834352,0.511,0.363,0.041,0.816,0.084,0.169,144.892
1835574,0.681,0.174,0.0315,0.837,0.0983,0.231,112.672
1838764,0.634,0.344,0.0288,0.741,0.111,0.409,128.0
1839568,0.792,0.625,0.0536,0.00776,0.329,0.37,103.967
1840365,0.462,0.387,0.0292,0.567,0.164,0.0428,122.698
1842205,0.665,0.498,0.0832,0.228,0.0757,0.127,81.967
1842513,0.7,0.742,0.0716,0.0722,0.11,0.197,91.959
1842621,0.573,0.902,0.054,0.018,0.0928,0.876,84.412
1842720,0.666,0.83,0.0751,0.0123,0.191,0.702,113.03
1843864,0.526,0.271,0.0284,0.918,0.0982,0.413,139.876
1843946,0.416,0.418,0.0361,0.0633,0.0898,0.285,111.601
1843954,0.681,0.453,0.0278,0.263,0.0543,0.348,125.772
1843998,0.69,0.416,0.0335,0.617,0.102,0.479,82.45
1848233,0.604,0.36,0.0253,0.868,0.112,0.37,103.985
1850779,0.638,0.241,0.0389,0.894,0.11,0.413,132.069
1853764,0.548,0.221,0.0401,0.775,0.109,0.457,140.649
1854246,0.732,0.396,0.0286,0.0841,0.105,0.548,90.024
1857672,0.303,0.478,0.0352,0.371,0.131,0.117,139.795
1860562,0.728,0.616,0.0645,0.378,0.105,0.508,99.962
1860751,0.396,0.5,0.032,0.0128,0.535,0.099,135.857
1861929,0.649,0.716,0.0349,0.0863,0.135,0.163,99.988
1862744,0.608,0.798,0.0432,0.0736,0.156,0.501,92.943
1863277,0.501,0.519,0.0409,0.109,0.454,0.168,133.99
1863305,0.165,0.551,0.0346,0.00264,0.477,0.181,140.52
1863781,0.748,0.524,0.0338,0.414,0.111,0.661,95.01
1867016,0.534,0.462,0.0326,0.573,0.0974,0.519,88.046
1867930,0.828,0.56,0.0327,0.548,0.15,0.872,122.054
1868114,0.555,0.662,0.0827,0.125,0.111,0.356,148.128
1869042,0.572,0.209,0.0313,0.765,0.356,0.446,80.069
1869219,0.567,0.388,0.0384,0.782,0.248,0.452,116.362
1871571,0.6,0.139,0.0464,0.811,0.0918,0.256,171.041
1872871,0.389,0.467,0.0273,0.372,0.179,0.29,139.878
1873702,0.347,0.508,0.0297,0.0119,0.595,0.159,171.827
1874688,0.547,0.451,0.0279,0.674,0.0982,0.19,136.032
1874884,0.652,0.295,0.0477,0.281,0.0809,0.196,75.065
1875505,0.576,0.307,0.0428,0.807,0.0792,0.157,67.513
1877884,0.827,0.524,0.0536,0.552,0.198,0.356,136.785
1878578,0.406,0.588,0.0286,0.428,0.0866,0.254,170.567
1879128,0.677,0.401,0.0308,0.712,0.116,0.195,111.825
1879165,0.662,0.586,0.0307,0.097,0.115,0.296,90.0
1879550,0.607,0.536,0.0305,0.386,0.102,0.435,147.997
1883080,0.458,0.149,0.0391,0.919,0.0997,0.165,113.632
1883548,0.711,0.135,0.0634,0.828,0.0935,0.581,88.279
1884102,0.666,0.423,0.0429,0.494,0.106,0.154,129.893
1896651,0.549,0.414,0.0273,0.146,0.0998,0.404,149.746
1897251,0.72,0.763,0.0523,0.406,0.18,0.742,101.965
1898553,0.614,0.615,0.0444,0.054,0.0921,0.374,95.941
1898933,0.696,0.543,0.0489,0.308,0.0939,0.479,107.969
1899241,0.518,0.729,0.0452,0.183,0.0643,0.343,156.879
1899318,0.412,0.108,0.0484,0.985,0.0836,0.141,97.448
1900559,0.514,0.836,0.0381,0.112,0.0878,0.501,143.888
1901019,0.578,0.574,0.0454,0.196,0.083,0.301,174.152
1901726,0.63,0.432,0.0357,0.551,0.0962,0.343,87.959
1902695,0.34,0.222,0.0339,0.882,0.343,0.345,91.777
1904712,0.588,0.471,0.0577,0.592,0.0733,0.209,152.881
1905087,0.852,0.551,0.0416,0.0146,0.0898,0.85,134.061
1906942,0.425,0.372,0.03,0.861,0.0733,0.292,79.456
1907495,0.67,0.668,0.0422,0.536,0.133,0.608,88.033
1907637,0.471,0.485,0.0372,0.25,0.0771,0.356,113.542
1908704,0.622,0.763,0.0258,0.055,0.315,0.62,102.027
1909308,0.412,0.227,0.0359,0.787,0.282,0.226,80.111
1911193,0.556,0.538,0.0382,0.0689,0.196,0.291,143.95
1912135,0.63,0.804,0.0363,0.215,0.253,0.492,123.146
1928017,0.646,0.644,0.031,0.0243,0.0888,0.251,99.999
1928431,0.825,0.652,0.0802,0.581,0.0931,0.931,95.977
1934197,0.659,0.295,0.0322,0.426,0.0795,0.36,74.037
1935041,0.551,0.801,0.0303,0.013,0.265,0.625,128.021
1935217,0.542,0.131,0.0316,0.983,0.156,0.319,136.161
1937161,0.728,0.415,0.0639,0.401,0.0616,0.455,114.145
1938851,0.584,0.54,0.0576,0.0895,0.261,0.195,137.972
1947307,0.539,0.846,0.0354,0.00631,0.13,0.462,106.994
1949223,0.617,0.439,0.0269,0.424,0.127,0.242,139.979
1949567,0.59,0.671,0.0706,0.0484,0.0604,0.438,149.982
1952573,0.704,0.545,0.0323,0.536,0.125,0.589,109.953
1953009,0.617,0.635,0.0317,0.0498,0.164,0.446,103.019
1954795,0.575,0.714,0.0596,0.395,0.115,0.32,144.982
1956585,0.522,0.385,0.0288,0.536,0.135,0.236,89.792
1956593,0.726,0.748,0.0438,0.0245,0.141,0.731,100.055
1956597,0.838,0.492,0.038,0.251,0.262,0.895,115.092
1956603,0.589,0.242,0.0442,0.914,0.0887,0.257,89.749
1956611,0.604,0.366,0.0267,0.719,0.162,0.181,105.177
1956685,0.761,0.386,0.0399,0.355,0.0953,0.526,134.943
1956755,0.68,0.852,0.0349,0.117,0.0866,0.858,101.993
1956761,0.552,0.29,0.0448,0.85,0.227,0.481,78.842
1959745,0.707,0.238,0.0379,0.0905,0.0842,0.345,124.156
1960449,0.801,0.795,0.0504,0.0417,0.0717,0.754,79.028
1961351,0.764,0.894,0.0327,0.227,0.0906,0.963,99.986
1962823,0.374,0.125,0.0383,0.852,0.321,0.108,114.694
1963497,0.618,0.443,0.0526,0.469,0.0829,0.167,119.949
1965137,0.707,0.629,0.0563,0.259,0.138,0.457,122.863
1965353,0.672,0.544,0.0339,0.279,0.09,0.439,109.987
1967477,0.576,0.759,0.0599,0.12,0.121,0.501,99.969
1975341,0.517,0.555,0.0309,0.0901,0.249,0.245,134.98
1976701,0.736,0.308,0.0677,0.946,0.186,0.361,111.202
1977153,0.37,0.467,0.0273,0.0205,0.109,0.182,94.485
1977189,0.516,0.595,0.0313,0.0275,0.109,0.222,119.972
1980289,0.623,0.439,0.0294,0.713,0.0905,0.695,122.862
1980523,0.546,0.655,0.0255,0.386,0.0983,0.518,80.007
1981245,0.613,0.564,0.0251,0.134,0.0585,0.538,78.388
1983417,0.614,0.318,0.0478,0.896,0.0795,0.112,119.959
1983837,0.866,0.813,0.0554,0.38,0.0779,0.969,121.998
1986333,0.775,0.613,0.0542,0.109,0.134,0.797,100.066
1986715,0.799,0.539,0.0421,0.199,0.165,0.394,136.948
1987397,0.605,0.822,0.0438,0.00671,0.147,0.288,167.997
1990123,0.427,0.262,0.0276,0.746,0.068,0.228,104.085
1990679,0.608,0.305,0.053,0.653,0.103,0.222,113.818
1991181,0.735,0.425,0.0464,0.011,0.055,0.848,85.896
1991659,0.518,0.762,0.0305,0.0851,0.148,0.271,155.985
1993557,0.541,0.41,0.0368,0.485,0.0882,0.378,82.202
1993695,0.672,0.655,0.0311,0.0362,0.117,0.556,134.945
1993841,0.572,0.685,0.0356,0.0291,0.0963,0.232,110.698
1994911,0.386,0.407,0.0268,0.234,0.0999,0.456,69.387
1994951,0.671,0.156,0.0371,0.804,0.113,0.201,94.08
1995037,0.582,0.921,0.0509,0.00216,0.251,0.49,128.062
1996401,0.64,0.754,0.0299,0.103,0.118,0.468,114.003
1996975,0.599,0.448,0.0232,0.163,0.106,0.168,95.05
1997545,0.254,0.298,0.0334,0.644,0.985,0.0883,168.253
2018829,0.513,0.25,0.0367,0.913,0.117,0.351,74.103
2038213,0.551,0.402,0.0262,0.676,0.0928,0.382,103.313
2043129,0.663,0.296,0.0294,0.68,0.0879,0.359,112.306
2053551,0.515,0.649,0.0338,0.355,0.175,0.35,120.003
2054794,0.447,0.16,0.0372,0.913,0.0891,0.205,118.313
2061711,0.493,0.653,0.0365,0.576,0.11,0.457,136.089
2064489,0.835,0.552,0.0871,0.0474,0.0767,0.531,97.004
2065851,0.504,0.409,0.0319,0.558,0.104,0.251,165.827
2078159,0.543,0.39,0.0322,0.489,0.111,0.303,73.415
2079521,0.764,0.718,0.0703,0.00261,0.113,0.596,116.01
2083457,0.571,0.143,0.0381,0.885,0.119,0.487,107.516
2083563,0.502,0.708,0.0771,0.316,0.112,0.774,91.533
2089655,0.483,0.412,0.0402,0.737,0.116,0.247,170.163
2089781,0.491,0.314,0.0301,0.776,0.152,0.295,126.921
2090271,0.327,0.449,0.034,0.369,0.22,0.179,123.969
2090327,0.52,0.903,0.042,0.00517,0.254,0.652,74.988
2091749,0.509,0.478,0.0392,0.185,0.0891,0.323,139.926
2095907,0.446,0.334,0.0271,0.722,0.105,0.335,147.918
2099981,0.539,0.16,0.0329,0.881,0.105,0.322,81.446
2100901,0.713,0.452,0.0295,0.841,0.105,0.235,102.963
2103399,0.377,0.433,0.0308,0.77,0.0993,0.193,139.798
2105955,0.491,0.588,0.0506,0.0281,0.0906,0.193,113.608
2105975,0.536,0.837,0.0461,0.000951,0.0729,0.455,131.082
2106961,0.826,0.188,0.0883,0.882,0.103,0.205,130.022
2107345,0.427,0.123,0.0497,0.868,0.0732,0.0394,129.565
2107643,0.765,0.523,0.03,0.184,0.132,0.394,104.988
2111259,0.651,0.546,0.0357,0.774,0.0842,0.623,107.021
2116383,0.53,0.496,0.0264,0.428,0.0898,0.535,159.957
2123801,0.769,0.156,0.035,0.585,0.102,0.527,105.95
2126075,0.473,0.371,0.0405,0.793,0.109,0.413,75.205
2134757,0.443,0.533,0.0396,0.371,0.128,0.201,77.344
2135261,0.671,0.153,0.0404,0.912,0.0771,0.658,85.6
2136613,0.619,0.329,0.0362,0.713,0.0986,0.641,149.14
2141919,0.259,0.437,0.0386,0.102,0.106,0.0951,180.042
2142281,0.681,0.372,0.0432,0.64,0.169,0.476,91.873
